,eigen
"[BUS]20.048853,50.121188",2.0916136179308955e-60
"[BUS]20.11143,50.121205",4.917402296415201e-51
"[BUS]19.899544,50.121384",1.0442572040253103e-52
"[BUS]19.931442,50.121636",2.36526677146359e-38
"[BUS]20.04983,50.121286",1.2064013421515946e-67
"[BUS]20.050655,50.121411",7.336736429401067e-68
"[BUS]20.187002,50.122153",1.9477131086477795e-45
"[BUS]19.994259,50.121805",3.4548784958332112e-56
"[BUS]19.890045,50.121388",2.406001984302948e-55
"[BUS]20.110561,50.121464",3.0333190728716037e-50
"[BUS]20.053647,50.121461",3.7203218743996965e-68
"[BUS]19.868711,50.121473",3.284184489981219e-36
"[BUS]20.054134,50.121504",1.8511078947648511e-68
"[BUS]20.054736,50.121545",2.8106466620198844e-68
"[BUS]20.056277,50.12156",1.0909917185327063e-67
"[BUS]20.055877,50.121564",6.806747472135256e-68
"[BUS]20.056924,50.121566",1.7837785627148737e-67
"[BUS]20.055266,50.121581",4.333509797483229e-68
"[BUS]20.057529,50.121751",1.1846026769558777e-67
"[BUS]19.93188,50.121856",6.850550750331018e-39
"[BUS]20.110134,50.121638",1.8727109810855386e-49
"[BUS]19.868848,50.121852",3.3522824594955136e-35
"[BUS]20.109624,50.121902",1.3442826979196705e-48
"[BUS]20.057246,50.121933",8.560237352747974e-68
"[BUS]19.93232,50.122079",1.527730058904459e-39
"[BUS]19.821801,50.129303",5.089784036401769e-37
"[BUS]19.821701,50.122178",2.01301133244438e-35
"[BUS]20.056924,50.122075",1.4833853161694345e-67
"[BUS]19.933198,50.122566",4.327245083828509e-40
"[BUS]20.108574,50.122516",9.653939832554088e-48
"[BUS]19.868964,50.122146",3.5181951708987636e-34
"[BUS]20.187315,50.122494",2.851095726599722e-47
"[BUS]19.82093,50.122491",7.86730051515968e-35
"[BUS]19.994162,50.122235",1.6008390571980204e-56
"[BUS]20.055961,50.123365",2.5511921939664015e-67
"[BUS]19.888908,50.122336",5.3419998450898775e-55
"[BUS]19.967508,50.122403",5.545870003050238e-31
"[BUS]20.18778,50.123",4.12984568563433e-49
"[BUS]19.888428,50.122619",1.1895077984616096e-54
"[BUS]19.819746,50.122978",3.5207933706018224e-34
"[BUS]19.994057,50.123164",2.2509934928524206e-56
"[BUS]19.933767,50.122893",9.466839194885806e-41
"[BUS]19.974185,50.122717",3.116892492154861e-46
"[BUS]19.869196,50.122726",3.7957162921282225e-33
"[BUS]19.899929,50.122843",1.5842069445232755e-52
"[BUS]19.888013,50.122855",1.45881360247636e-54
"[BUS]19.967597,50.123093",3.9541865922898926e-31
"[BUS]19.934159,50.123111",2.0506335225815157e-41
"[BUS]19.818747,50.123389",1.694288778060898e-33
"[BUS]20.188318,50.123634",6.004537032478871e-51
"[BUS]19.88769,50.123019",3.234833430077517e-54
"[BUS]20.107469,50.123165",5.970176886953173e-47
"[BUS]19.934494,50.123257",4.39269112839212e-42
"[BUS]19.70646,50.123197",6.101240058906657e-54
"[BUS]19.887348,50.123217",7.140146537502336e-54
"[BUS]19.934789,50.123334",9.29182383512968e-43
"[BUS]19.821475,50.123669",4.461670466657754e-41
"[BUS]19.935289,50.123439",1.9374811657350764e-43
"[BUS]19.869459,50.123348",4.2046598788340106e-32
"[BUS]20.098463,50.123782",1.620807422661302e-43
"[BUS]19.900092,50.123372",2.3888790983095415e-52
"[BUS]19.887064,50.123388",1.5684340198457787e-53
"[BUS]19.817682,50.123831",8.165441191317868e-33
"[BUS]19.967636,50.123396",2.7504474490578937e-31
"[BUS]19.935791,50.123556",3.973866750468454e-44
"[BUS]20.106999,50.123439",3.6936264336906946e-46
"[BUS]19.802689,50.124843",3.8629802782815453e-29
"[BUS]19.936278,50.123668",9.939479922695157e-45
"[BUS]19.993243,50.123991",8.776771202337692e-57
"[BUS]19.940684,50.125469",2.942639473900796e-50
"[BUS]20.188756,50.12413",8.778166615070858e-53
"[BUS]19.901354,50.124305",5.971577316195258e-52
"[BUS]19.936611,50.123764",1.943157814454535e-45
"[BUS]20.106598,50.123673",2.6552885199286757e-45
"[BUS]19.886647,50.12368",3.42897128557883e-53
"[BUS]19.937074,50.123911",3.6967302127742154e-46
"[BUS]19.817046,50.124095",3.935357491173184e-32
"[BUS]19.93749,50.124042",6.810097541085238e-47
"[BUS]19.939204,50.123973",4.0297708581205995e-49
"[BUS]19.821604,50.123991",4.621887446262271e-40
"[BUS]19.938074,50.124297",1.208103253309014e-47
"[BUS]19.816618,50.124269",1.5031233645547764e-31
"[BUS]20.099672,50.124773",2.7592421185464336e-43
"[BUS]20.189162,50.124608",1.308858550649038e-54
"[BUS]19.967735,50.124144",1.8765694132513548e-31
"[BUS]19.815882,50.124568",7.206907233243242e-31
"[BUS]19.938804,50.124697",2.456688011889456e-48
"[BUS]19.869756,50.124808",4.771874723729807e-31
"[BUS]19.884963,50.12497",4.0341562731090026e-53
"[BUS]20.05659,50.12454",1.793407188757753e-67
"[BUS]20.105258,50.124454",1.909196808142709e-44
"[BUS]19.96793,50.125565",3.1278037161482233e-31
"[BUS]19.919956,50.125968",6.2927259272480205e-34
"[BUS]19.815266,50.124841",2.7523572874040715e-30
"[BUS]19.990708,50.124618",2.9489372721923013e-57
"[BUS]20.189634,50.124941",1.9669312828894535e-56
"[BUS]19.70215,50.124665",2.7114144736839324e-54
"[BUS]19.867778,50.124732",3.925209043788739e-53
"[BUS]20.102044,50.126773",7.319047184712579e-43
"[BUS]19.868646,50.125029",8.148565656655059e-34
"[BUS]20.19036,50.125461",2.9935255016264917e-58
"[BUS]20.104355,50.124982",1.1820162954694526e-43
"[BUS]19.814448,50.125056",1.0444148004766795e-29
"[BUS]19.989801,50.125005",8.388865538655518e-58
"[BUS]19.867621,50.125717",1.4281545258035237e-36
"[BUS]19.802956,50.125375",2.5227127646914302e-29
"[BUS]20.056964,50.125124",1.1762697440654911e-67
"[BUS]19.989343,50.125238",1.036654740100645e-57
"[BUS]19.813853,50.125272",1.847559195809887e-35
"[BUS]19.714858,50.125438",4.67929496606147e-43
"[BUS]19.715503,50.125612",1.234067015396606e-43
"[BUS]19.812027,50.125761",9.080562395626687e-35
"[BUS]19.900513,50.125859",3.6131347641031697e-53
"[BUS]19.953913,50.126185",1.7532349165007265e-44
"[BUS]19.716492,50.125878",3.2545404051532974e-44
"[BUS]19.696729,50.125614",1.1108168839761823e-54
"[BUS]20.189387,50.126069",4.6909021196022426e-60
"[BUS]19.870482,50.126899",4.9503261558204036e-30
"[BUS]20.057381,50.125675",1.8764485661823053e-67
"[BUS]19.988371,50.125858",2.3533014197978793e-58
"[BUS]19.716807,50.125962",8.582857577445985e-45
"[BUS]19.718088,50.126306",3.0740487026183956e-45
"[BUS]19.810957,50.126025",3.5548538219758113e-34
"[BUS]19.882863,50.126282",4.680143192477862e-53
"[BUS]20.05781,50.126042",1.0700238847910664e-67
"[BUS]19.899611,50.126919",1.062815623750996e-54
"[BUS]20.187913,50.126994",9.597116855506104e-62
"[BUS]19.968034,50.126348",2.0560831794620404e-31
"[BUS]19.810493,50.126147",1.7471147524554806e-33
"[BUS]19.719456,50.126671",1.100941639847392e-45
"[BUS]19.866494,50.126768",2.5655091698243413e-39
"[BUS]19.974869,50.126516",1.5220217647957457e-49
"[BUS]20.058484,50.126536",1.609587060118335e-67
"[BUS]19.987541,50.126541",4.308120856532429e-59
"[BUS]19.808787,50.12658",8.586574000383805e-33
"[BUS]19.71982,50.126802",2.9030663031841987e-46
"[BUS]19.882657,50.126722",5.368485136191582e-53
"[BUS]19.80816,50.126738",4.2200574201137015e-32
"[BUS]19.968304,50.128416",1.2955697414112527e-31
"[BUS]19.866197,50.127352",4.7467090451177973e-42
"[BUS]19.720604,50.127102",1.039563104998722e-46
"[BUS]19.807868,50.126812",2.074040687262201e-31
"[BUS]19.987163,50.126822",4.918897082923194e-59
"[BUS]20.182798,50.126833",1.2327966086701643e-67
"[BUS]20.182337,50.126853",1.6107376215063573e-68
"[BUS]20.180243,50.127118",2.702138386929306e-69
"[BUS]20.183394,50.126981",9.959806357221412e-67
"[BUS]19.806833,50.127086",8.119306148781706e-31
"[BUS]20.102627,50.127318",7.061530145498136e-43
"[BUS]19.986898,50.127004",5.5925746617017096e-59
"[BUS]20.186439,50.127609",4.842439278430323e-63
"[BUS]19.974889,50.127055",1.6687212683319817e-48
"[BUS]20.179541,50.127216",8.836340944404573e-70
"[BUS]19.721114,50.127304",3.72217632702731e-47
"[BUS]20.17917,50.127309",5.316316095149198e-70
"[BUS]20.059589,50.127262",7.754625858179447e-68
"[BUS]20.103255,50.127773",4.431183560668536e-43
"[BUS]19.986353,50.127291",7.407643873673928e-60
"[BUS]20.178382,50.127603",3.875391248154717e-70
"[BUS]19.806064,50.12733",3.178494661053368e-30
"[BUS]19.722096,50.127607",9.812865882092455e-48
"[BUS]20.155398,50.127407",4.698089494857994e-71
"[BUS]19.870408,50.12741",5.249080251841885e-29
"[BUS]19.985829,50.127556",8.121717002985613e-60
"[BUS]20.183748,50.127476",7.174427938336616e-66
"[BUS]20.154442,50.128194",3.2163383393276362e-71
"[BUS]20.155941,50.127494",2.0394513157016277e-71
"[BUS]19.974951,50.127943",1.973759760573847e-47
"[BUS]19.865869,50.127846",9.030735931214892e-45
"[BUS]19.881631,50.127775",6.107612373007042e-53
"[BUS]20.104532,50.128696",1.2829207324045587e-42
"[BUS]19.804612,50.127847",1.244299044378427e-29
"[BUS]20.177713,50.12795",2.9041813304106634e-70
"[BUS]19.722612,50.127782",2.5867722703737314e-48
"[BUS]20.059794,50.127608",1.098931083577495e-67
"[BUS]20.157064,50.127743",2.766561229530282e-71
"[BUS]19.723376,50.128008",6.818313089387021e-49
"[BUS]19.870327,50.127918",2.8560498281771867e-27
"[BUS]19.865674,50.128104",1.7653097290567143e-47
"[BUS]20.185127,50.128244",4.558613715467485e-64
"[BUS]20.157753,50.127948",3.709358126351072e-71
"[BUS]20.175079,50.129273",2.1644594214986302e-70
"[BUS]19.984845,50.127998",7.586286541462492e-61
"[BUS]19.723815,50.128142",1.7969816619286563e-49
"[BUS]20.059777,50.128279",1.5369096884794482e-67
"[BUS]19.724303,50.128243",4.735306638489175e-50
"[BUS]20.184326,50.128407",5.961552441792775e-65
"[BUS]19.803203,50.129861",1.2790605076079503e-41
"[BUS]19.865442,50.128414",3.533370294343374e-50
"[BUS]19.82182,50.128172",4.787389845331552e-39
"[BUS]20.103812,50.128176",5.94753685976236e-43
"[BUS]19.917561,50.128893",2.634743418524516e-35
"[BUS]20.153912,50.128751",5.979340371307527e-71
"[BUS]19.724723,50.128293",1.2476075981013489e-50
"[BUS]19.802882,50.12825",1.744601962748966e-54
"[BUS]19.984089,50.128255",4.5906006246216805e-62
"[BUS]19.72579,50.128403",3.286385579270939e-51
"[BUS]19.802556,50.128311",2.874543221026939e-54
"[BUS]20.158879,50.128323",4.930883267391645e-71
"[BUS]19.880986,50.128565",6.910790049238314e-53
"[BUS]19.98308,50.128785",1.3504814116523033e-63
"[BUS]19.802234,50.128372",4.6702647075758234e-54
"[BUS]19.727377,50.12858",1.17469347400679e-51
"[BUS]19.865219,50.128711",7.260088417847874e-53
"[BUS]19.801904,50.128434",7.486596320414861e-54
"[BUS]19.801378,50.128532",1.1849317453018951e-53
"[BUS]19.727912,50.128765",3.0922370304368223e-52
"[BUS]20.159727,50.128621",6.520748801704993e-71
"[BUS]19.800639,50.128667",6.680701656656678e-54
"[BUS]20.164444,50.128679",3.958941340461512e-70
"[BUS]20.16397,50.1287",2.8247342250156382e-70
"[BUS]20.133484,50.128694",1.2788654129362825e-69
"[BUS]20.133001,50.128701",8.440715359160042e-70
"[BUS]20.162755,50.128843",2.0564183118662475e-70
"[BUS]20.131513,50.128913",5.6951363226661316e-70
"[BUS]19.800109,50.128771",1.0121108499162948e-53
"[BUS]20.152709,50.129998",3.821137753862974e-71
"[BUS]19.728252,50.128903",8.136941457103067e-53
"[BUS]20.106578,50.13005",1.2569913791422607e-42
"[BUS]20.166046,50.128778",5.6730682235095855e-70
"[BUS]19.864908,50.129061",1.5276339754200738e-55
"[BUS]20.134261,50.128849",6.992684325953142e-70
"[BUS]20.166418,50.128811",8.314104212630425e-70
"[BUS]20.16154,50.12894",1.5221687625746463e-70
"[BUS]20.160405,50.128846",8.611547910571994e-71
"[BUS]19.730943,50.130112",2.1402693690111326e-53
"[BUS]20.130916,50.129085",1.4154229815575926e-69
"[BUS]20.166722,50.128914",1.2441809118498734e-69
"[BUS]20.16092,50.12894",1.1406015629381564e-70
"[BUS]19.798964,50.128975",5.0602374726280645e-54
"[BUS]19.798453,50.129059",2.320866378015202e-54
"[BUS]20.135235,50.129199",4.379658856771891e-70
"[BUS]19.797757,50.129196",9.829076159204562e-55
"[BUS]20.173021,50.130379",5.3796419171392015e-70
"[BUS]19.797086,50.129358",1.3720339312265742e-54
"[BUS]19.916506,50.129735",2.81549816570458e-37
"[BUS]19.821639,50.132455",4.957947145118252e-38
"[BUS]20.130429,50.129744",3.850064854264981e-69
"[BUS]20.167662,50.129459",1.8951990760416577e-69
"[BUS]20.136024,50.12952",2.8747970001838322e-70
"[BUS]19.690759,50.129611",4.16808200957222e-55
"[BUS]20.136369,50.129661",4.735779064170243e-70
"[BUS]20.059309,50.129662",5.860932448794225e-68
"[BUS]19.869578,50.131114",3.1216777138636836e-26
"[BUS]19.796538,50.129676",5.364071106838985e-55
"[BUS]19.968126,50.129687",7.695792213521422e-32
"[BUS]20.168668,50.130157",2.92634668721512e-69
"[BUS]19.863132,50.130833",3.041742888855865e-53
"[BUS]19.915793,50.129939",4.151791958385467e-37
"[BUS]19.796123,50.12995",2.030843876431705e-55
"[BUS]19.879892,50.129985",7.793906872999804e-53
"[BUS]20.152098,50.130892",6.849347036309264e-71
"[BUS]20.137479,50.130112",7.745953310207551e-70
"[BUS]19.731442,50.130368",5.627147714669741e-54
"[BUS]19.967889,50.130112",4.2470426319896456e-32
"[BUS]19.914973,50.130161",7.751108471545738e-37
"[BUS]20.059149,50.130122",7.757463442273743e-68
"[BUS]20.129989,50.13075",1.0529605067355685e-68
"[BUS]20.107324,50.130828",7.95598247465828e-43
"[BUS]19.878314,50.131048",8.773878269715383e-53
"[BUS]19.73256,50.130971",1.479007446235727e-54
"[BUS]19.795531,50.130397",7.892006458475874e-56
"[BUS]20.169389,50.130552",1.6333048770709121e-69
"[BUS]19.915549,50.130549",7.119928678416167e-52
"[BUS]19.914045,50.130453",6.6728695352057e-37
"[BUS]19.802165,50.130981",9.9002755115545e-42
"[BUS]20.172714,50.130848",3.785179103340186e-70
"[BUS]19.913387,50.130712",5.677456136968344e-37
"[BUS]19.795059,50.130857",1.136131446039646e-55
"[BUS]20.138743,50.130633",4.8187557815071745e-70
"[BUS]20.169646,50.130715",9.45081177344555e-70
"[BUS]20.13916,50.130805",7.627079317396269e-70
"[BUS]20.171153,50.131515",7.850762229077818e-70
"[BUS]19.967239,50.131238",2.1555634039202882e-32
"[BUS]20.129324,50.131399",2.7556628193043398e-68
"[BUS]20.170187,50.131081",1.467546737145869e-69
"[BUS]19.960756,50.13102",1.7485427930377087e-43
"[BUS]19.732904,50.131153",3.888174970584269e-55
"[BUS]20.151793,50.131419",4.445648281646631e-71
"[BUS]20.108208,50.131452",5.868704233084278e-43
"[BUS]19.794762,50.131143",5.332280449330504e-56
"[BUS]20.139946,50.131129",1.1927186604857627e-69
"[BUS]19.733632,50.131563",1.4045769754641407e-55
"[BUS]19.801945,50.131247",7.10293718271622e-42
"[BUS]20.107833,50.131265",2.737258465238058e-43
"[BUS]19.862961,50.131631",2.3400766263635675e-53
"[BUS]19.794458,50.131318",3.0463739420716576e-56
"[BUS]19.961502,50.131391",2.0693442377563136e-42
"[BUS]20.127353,50.132936",1.9854394906229757e-68
"[BUS]20.151464,50.131968",1.2730769624893672e-70
"[BUS]20.10837,50.131728",8.510454191609409e-43
"[BUS]19.801723,50.131499",1.1748588071853273e-41
"[BUS]19.793683,50.131576",1.9976358375602152e-56
"[BUS]19.918614,50.131861",6.71336650816798e-50
"[BUS]19.911729,50.13151",4.806092978880353e-37
"[BUS]19.961846,50.131538",2.614310445209745e-41
"[BUS]19.733933,50.131621",3.803480023313449e-56
"[BUS]19.734482,50.131674",1.085175992361843e-56
"[BUS]20.141113,50.131626",1.8418451165999633e-69
"[BUS]19.962195,50.131664",3.2569088808170753e-40
"[BUS]19.793252,50.131668",1.3919559923324963e-56
"[BUS]19.911196,50.13179",8.869938747731267e-37
"[BUS]19.735368,50.131809",6.40654201833162e-57
"[BUS]20.110477,50.133107",1.0850644167963345e-42
"[BUS]19.862418,50.131915",1.6172669373475485e-53
"[BUS]19.966777,50.132244",1.0012156831104116e-32
"[BUS]20.058422,50.132114",1.0163171810607198e-67
"[BUS]19.791834,50.131969",2.390803700858202e-56
"[BUS]19.862069,50.132012",2.6864487759013517e-53
"[BUS]19.801378,50.131933",1.9124862408469242e-41
"[BUS]20.11544,50.132017",1.4966592514788937e-70
"[BUS]19.963232,50.131966",4.004036361323022e-39
"[BUS]20.148844,50.133254",5.253580623358133e-70
"[BUS]19.861769,50.1321",4.544508957481806e-53
"[BUS]19.73624,50.132369",2.9348629201336385e-57
"[BUS]19.868771,50.132025",3.4493858968156166e-25
"[BUS]19.910607,50.132078",7.493050986178069e-37
"[BUS]19.861068,50.132211",7.637553528865269e-53
"[BUS]19.963746,50.132114",4.861722983786318e-38
"[BUS]19.790941,50.132155",1.7386354696943564e-56
"[BUS]20.142178,50.132175",2.807909913592934e-69
"[BUS]20.144553,50.13219",5.76876090270783e-69
"[BUS]20.144109,50.132186",4.138029989354289e-69
"[BUS]20.143565,50.132208",2.932795488080178e-69
"[BUS]20.143148,50.13225",2.0525695755187832e-69
"[BUS]19.859837,50.132415",5.1116670721270535e-53
"[BUS]19.964132,50.132228",5.835122009371669e-37
"[BUS]19.86851,50.132249",4.1879146979349064e-24
"[BUS]20.142803,50.132253",1.4177779080411652e-69
"[BUS]20.114623,50.13266",8.717640333505388e-71
"[BUS]19.790362,50.132277",3.04770178894178e-56
"[BUS]20.145445,50.132279",2.1819317804275174e-69
"[BUS]19.914919,50.132794",6.862726338005195e-53
"[BUS]19.964565,50.132359",6.928543686002786e-36
"[BUS]19.78994,50.132366",5.37940112109451e-56
"[BUS]20.145887,50.132366",2.889077467795206e-69
"[BUS]19.736782,50.132779",4.369129733406014e-57
"[BUS]19.800746,50.132414",1.1530891867757645e-41
"[BUS]19.85931,50.132556",3.053381310771116e-53
"[BUS]19.964854,50.132451",8.145525251913387e-35
"[BUS]19.820312,50.135814",4.391268245580831e-39
"[BUS]20.146216,50.132471",3.7883208988951854e-69
"[BUS]19.78924,50.132514",9.55731298685564e-56
"[BUS]19.920525,50.132685",5.480062361152111e-50
"[BUS]19.858507,50.13277",1.7152231996211744e-53
"[BUS]19.788906,50.132585",1.708529810251514e-55
"[BUS]19.800277,50.132716",1.7760158604278064e-41
"[BUS]19.868096,50.132595",5.110902973636511e-23
"[BUS]19.965556,50.132666",9.4889277592454e-34
"[BUS]20.113827,50.134257",3.5505778204909546e-43
"[BUS]19.788241,50.132695",1.364176576669873e-55
"[BUS]19.78783,50.13275",2.4872661914241085e-55
"[BUS]20.146887,50.132833",4.922883261362539e-69
"[BUS]20.116779,50.132755",1.066123459351388e-70
"[BUS]20.117653,50.132773",1.8127235468705953e-70
"[BUS]19.737037,50.132971",2.777959939577943e-57
"[BUS]19.78747,50.13278",4.565296006187701e-55
"[BUS]20.118035,50.132781",3.064703414866145e-70
"[BUS]19.908924,50.132786",6.304659499041568e-37
"[BUS]19.786324,50.132807",8.438407588945815e-55
"[BUS]19.857982,50.132908",9.204664290145113e-54
"[BUS]20.118365,50.132811",5.1404949614713124e-70
"[BUS]19.785274,50.132831",7.266590760454477e-55
"[BUS]19.784629,50.132837",1.3702470490090762e-54
"[BUS]19.78425,50.132842",2.5913019702615502e-54
"[BUS]19.783759,50.132849",4.902148869096495e-54
"[BUS]19.78322,50.132851",9.252989696823215e-54
"[BUS]19.782556,50.132859",1.738487708759505e-53
"[BUS]19.781977,50.132907",1.5062600642672153e-53
"[BUS]20.118708,50.132888",8.538205076806329e-70
"[BUS]19.908593,50.132924",1.1565684725211311e-36
"[BUS]20.126771,50.133222",1.4233147093823728e-68
"[BUS]19.737549,50.133411",1.8303210284689246e-57
"[BUS]20.119068,50.133007",1.4024154939447265e-69
"[BUS]19.781498,50.133019",1.2555583436421777e-53
"[BUS]20.112494,50.133363",7.998542191176516e-43
"[BUS]20.147386,50.133122",1.4217666227950815e-69
"[BUS]19.856453,50.133308",4.812825316761962e-54
"[BUS]19.780771,50.133247",2.247442324099489e-53
"[BUS]20.125661,50.133707",3.3244637764704697e-68
"[BUS]20.148398,50.133287",4.275728291148968e-70
"[BUS]20.148036,50.133312",1.771857689935814e-69
"[BUS]19.907724,50.133289",2.116659398053433e-36
"[BUS]19.86725,50.133304",6.261892635910181e-22
"[BUS]19.855641,50.13352",2.5004559731285135e-54
"[BUS]19.780421,50.133343",1.728028094894537e-53
"[BUS]19.738064,50.1338",1.2416688091156485e-57
"[BUS]19.913172,50.137927",4.2816760846645415e-54
"[BUS]20.120041,50.133469",2.2759295771956555e-69
"[BUS]19.907063,50.133571",1.7477321869554638e-36
"[BUS]19.779409,50.133492",1.2486995579036883e-53
"[BUS]19.866812,50.133681",7.694966961982986e-21
"[BUS]19.799165,50.135162",9.211594288963575e-42
"[BUS]19.854959,50.133703",1.2971031561071418e-54
"[BUS]20.123853,50.133621",1.5917684508080602e-68
"[BUS]20.123276,50.133848",3.2161790937012567e-68
"[BUS]19.778709,50.133649",2.098887386097842e-53
"[BUS]19.875369,50.133649",9.867915814585276e-53
"[BUS]20.120602,50.13367",3.647778011152591e-69
"[BUS]19.854575,50.133806",1.956266347658332e-54
"[BUS]19.920495,50.133926",4.198689491197285e-50
"[BUS]20.058775,50.133715",3.0250360752737365e-68
"[BUS]20.121136,50.133754",5.77368621023529e-69
"[BUS]20.124828,50.133758",2.310036732049329e-68
"[BUS]19.738361,50.134",8.682992140427709e-58
"[BUS]19.85353,50.134089",3.059496218340972e-54
"[BUS]19.778203,50.133811",1.403139039014932e-53
"[BUS]20.121545,50.133818",9.026379939172238e-69
"[BUS]19.874831,50.133942",2.0961425617571708e-52
"[BUS]19.967447,50.134128",2.6783924134097197e-33
"[BUS]20.122209,50.133913",1.3943406778551648e-68
"[BUS]19.777681,50.13399",2.3102079895517706e-53
"[BUS]19.90633,50.134032",1.4264241151482847e-36
"[BUS]20.122663,50.133976",2.1292669985639122e-68
"[BUS]19.738734,50.134251",2.74059362687543e-57
"[BUS]20.059317,50.134013",3.772936941042325e-68
"[BUS]19.777378,50.134085",1.4958333728486913e-53
"[BUS]19.852861,50.13427",1.702542025354697e-54
"[BUS]19.776837,50.134255",9.932217154613563e-54
"[BUS]19.873831,50.134367",2.3562353922323153e-52
"[BUS]19.852283,50.134422",2.507686730762313e-54
"[BUS]19.840613,50.134297",2.049460333364952e-55
"[BUS]19.841464,50.13431",1.5465386697930953e-55
"[BUS]19.921488,50.134291",3.0076176473001765e-50
"[BUS]19.7398,50.135072",9.478763611058363e-57
"[BUS]19.842043,50.134362",3.58225763456192e-55
"[BUS]19.776288,50.134408",1.70472823776534e-53
"[BUS]19.905906,50.134352",1.1519333958112556e-36
"[BUS]19.842899,50.134474",2.60042290446505e-55
"[BUS]19.839564,50.134746",1.0392408661295376e-55
"[BUS]19.921872,50.134412",5.020457538515433e-50
"[BUS]19.850853,50.134764",1.3030872784151958e-54
"[BUS]20.059991,50.134449",4.670066894424862e-68
"[BUS]20.113271,50.134619",9.539271463439747e-44
"[BUS]19.871861,50.135474",2.6482239515642478e-52
"[BUS]19.922455,50.134567",8.295358741117958e-50
"[BUS]19.967607,50.134519",6.031811251096783e-34
"[BUS]19.775083,50.134878",1.276362903270482e-53
"[BUS]19.843604,50.134792",1.889317238547997e-55
"[BUS]19.905607,50.134579",2.074369172099192e-36
"[BUS]20.113711,50.135683",2.862653060757929e-44
"[BUS]19.825117,50.134733",6.500184863853791e-45
"[BUS]19.824601,50.134783",6.266431482898438e-44
"[BUS]19.826281,50.134858",6.7754199452609875e-46
"[BUS]19.836663,50.134778",8.068468762236462e-56
"[BUS]19.836286,50.134798",1.3947101303479717e-55
"[BUS]19.824282,50.134868",6.087968831662832e-43
"[BUS]19.923596,50.134864",5.283274842466677e-50
"[BUS]19.835579,50.134845",4.622073148656715e-55
"[BUS]19.829271,50.134877",1.3215417685625093e-49
"[BUS]19.830624,50.134859",1.8714497623242876e-50
"[BUS]19.84422,50.135134",1.3731533971026838e-55
"[BUS]19.835112,50.134876",1.5629215008104572e-54
"[BUS]19.826662,50.134911",7.1274311992381e-47
"[BUS]20.060807,50.134993",5.739489378066015e-68
"[BUS]19.831042,50.134879",3.211261069125559e-51
"[BUS]19.823548,50.134991",5.921315685558752e-42
"[BUS]19.834789,50.134895",5.322242995189382e-54
"[BUS]19.831977,50.134908",6.845944660177266e-52
"[BUS]19.833497,50.134958",1.830997081915192e-53
"[BUS]19.832492,50.134929",1.6817527137773392e-52
"[BUS]19.968051,50.135605",7.184875778468821e-34
"[BUS]19.827491,50.135016",7.6294267611772e-48
"[BUS]19.828237,50.13506",9.528436167845525e-49
"[BUS]19.832889,50.134953",4.59804928376819e-53
"[BUS]19.848204,50.135296",5.634012655193531e-55
"[BUS]19.924076,50.135014",3.175562519945911e-50
"[BUS]19.692969,50.135113",1.4126022964120674e-55
"[BUS]19.844667,50.135358",9.99251682180487e-56
"[BUS]19.924389,50.135134",4.993766376236728e-50
"[BUS]19.821748,50.135478",5.169576684625557e-41
"[BUS]19.774344,50.135354",1.0529733276657185e-53
"[BUS]19.844961,50.135505",7.575001905501821e-56
"[BUS]19.925275,50.135652",7.818050323588455e-50
"[BUS]19.904075,50.135938",1.6563881128208577e-36
"[BUS]19.821091,50.135708",4.513369839580777e-40
"[BUS]19.845917,50.135771",2.1734822915526058e-55
"[BUS]19.871511,50.135691",2.976193483885351e-52
"[BUS]19.739367,50.136011",3.131759485180255e-56
"[BUS]19.865519,50.135989",3.518771772231576e-20
"[BUS]20.125586,50.142824",3.540831382421116e-45
"[BUS]19.773701,50.135695",9.279146906855109e-54
"[BUS]19.693004,50.135706",4.229649824198073e-56
"[BUS]19.870562,50.138281",2.6488220312644127e-52
"[BUS]20.114584,50.136642",7.950566011658154e-45
"[BUS]20.061451,50.136036",1.267366967795244e-68
"[BUS]19.773204,50.135962",1.7659193408465535e-53
"[BUS]19.693032,50.13618",5.315771413858589e-56
"[BUS]19.902955,50.136184",1.3149563192342684e-36
"[BUS]19.7727,50.136229",1.5914788412011398e-53
"[BUS]19.738608,50.138117",9.491294408386964e-56
"[BUS]19.865177,50.137433",4.058396044506699e-19
"[BUS]20.113122,50.137069",1.9656637390836297e-45
"[BUS]19.798562,50.136873",4.233445471278936e-42
"[BUS]19.77205,50.136581",1.4190041783743715e-53
"[BUS]20.061379,50.13707",2.26372532268588e-69
"[BUS]19.925606,50.136998",4.379820339068451e-50
"[BUS]19.771336,50.136969",1.2405763875026662e-53
"[BUS]19.693087,50.137119",1.3164775400938637e-56
"[BUS]19.968598,50.136941",1.3487194441195106e-34
"[BUS]19.86934,50.137161",3.344661173265571e-52
"[BUS]20.111869,50.137886",5.501173526020478e-46
"[BUS]19.770096,50.137629",1.0597706702880252e-53
"[BUS]19.968754,50.137324",1.5757373018067837e-34
"[BUS]19.750867,50.137336",1.5513517663558757e-56
"[BUS]19.751241,50.13747",2.2673471625410026e-56
"[BUS]19.750537,50.137351",2.689243293992951e-56
"[BUS]19.750184,50.137428",4.608647122521065e-56
"[BUS]19.900814,50.137924",1.0388183903600379e-36
"[BUS]19.751351,50.138327",4.241493887417602e-56
